customer_id,age,gender,age_group,region,regional_preferences,demographic_text
CUS00667,75.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 75.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00668,53.0,male,45-54,Cần Thơ,southern,"Nhân khẩu học: 53.0 tuổi, male, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS00669,41.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00670,75.0,male,65+,Hà Nội,northern,"Nhân khẩu học: 75.0 tuổi, male, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00671,43.0,female,35-44,Buôn Ma Thuột,central,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: central"
CUS00672,20.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00673,26.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 26.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00674,68.0,male,65+,Đà Nẵng,central,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Đà Nẵng, sở thích: central"
CUS00675,31.0,male,25-34,Cần Thơ,southern,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực Cần Thơ, sở thích: southern"
CUS00676,62.0,female,55-64,Hạ Long,northern,"Nhân khẩu học: 62.0 tuổi, female, nhóm 55-64, khu vực Hạ Long, sở thích: northern"
CUS00677,67.0,female,65+,Huế,central,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Huế, sở thích: central"
CUS00678,67.0,female,65+,Đà Nẵng,central,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Đà Nẵng, sở thích: central"
CUS00679,79.0,female,65+,Huế,central,"Nhân khẩu học: 79.0 tuổi, female, nhóm 65+, khu vực Huế, sở thích: central"
CUS00680,24.0,female,18-24,Huế,central,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Huế, sở thích: central"
CUS00681,38.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00682,26.0,female,25-34,Nha Trang,southern,"Nhân khẩu học: 26.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: southern"
CUS00683,30.0,male,25-34,Huế,central,"Nhân khẩu học: 30.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00684,26.0,male,25-34,Vũng Tàu,southern,"Nhân khẩu học: 26.0 tuổi, male, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00685,18.0,female,18-24,Cần Thơ,southern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS00686,63.0,female,55-64,Hải Phòng,northern,"Nhân khẩu học: 63.0 tuổi, female, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00687,19.0,female,18-24,Nha Trang,central,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Nha Trang, sở thích: central"
CUS00688,37.0,male,35-44,Huế,central,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00689,20.0,male,18-24,Đà Nẵng,central,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00690,40.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 40.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00691,28.0,female,25-34,Nha Trang,northern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: northern"
CUS00692,38.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 38.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00693,64.0,male,55-64,Hải Phòng,northern,"Nhân khẩu học: 64.0 tuổi, male, nhóm 55-64, khu vực Hải Phòng, sở thích: northern"
CUS00694,37.0,male,35-44,Buôn Ma Thuột,northern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00695,80.0,male,65+,Hải Phòng,northern,"Nhân khẩu học: 80.0 tuổi, male, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00696,58.0,female,55-64,TP.HCM,southern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00697,19.0,female,18-24,Hải Phòng,northern,"Nhân khẩu học: 19.0 tuổi, female, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00698,36.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00699,77.0,male,65+,Hải Phòng,northern,"Nhân khẩu học: 77.0 tuổi, male, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00700,29.0,female,25-34,Vũng Tàu,southern,"Nhân khẩu học: 29.0 tuổi, female, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00701,29.0,female,25-34,Hải Phòng,northern,"Nhân khẩu học: 29.0 tuổi, female, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00702,47.0,female,45-54,TP.HCM,southern,"Nhân khẩu học: 47.0 tuổi, female, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS00703,44.0,male,35-44,Nha Trang,northern,"Nhân khẩu học: 44.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS00704,39.0,male,35-44,Huế,central,"Nhân khẩu học: 39.0 tuổi, male, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00705,64.0,female,55-64,Buôn Ma Thuột,southern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00706,64.0,male,55-64,Đà Nẵng,central,"Nhân khẩu học: 64.0 tuổi, male, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00707,68.0,male,65+,Huế,central,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00708,64.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00709,61.0,female,55-64,Đà Nẵng,central,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00710,29.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00711,53.0,female,45-54,Hà Nội,northern,"Nhân khẩu học: 53.0 tuổi, female, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS00712,20.0,female,18-24,Vũng Tàu,southern,"Nhân khẩu học: 20.0 tuổi, female, nhóm 18-24, khu vực Vũng Tàu, sở thích: southern"
CUS00713,30.0,female,25-34,Vũng Tàu,southern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00714,58.0,female,55-64,Vũng Tàu,southern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực Vũng Tàu, sở thích: southern"
CUS00715,37.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00716,50.0,female,45-54,Nha Trang,central,"Nhân khẩu học: 50.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: central"
CUS00717,41.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00718,28.0,male,25-34,Hạ Long,northern,"Nhân khẩu học: 28.0 tuổi, male, nhóm 25-34, khu vực Hạ Long, sở thích: northern"
CUS00719,54.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00720,71.0,male,65+,Cần Thơ,southern,"Nhân khẩu học: 71.0 tuổi, male, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00721,43.0,female,35-44,Hạ Long,northern,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00722,48.0,male,45-54,Huế,central,"Nhân khẩu học: 48.0 tuổi, male, nhóm 45-54, khu vực Huế, sở thích: central"
CUS00723,18.0,female,18-24,TP.HCM,southern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS00724,57.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 57.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00725,28.0,female,25-34,Huế,central,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00726,54.0,male,45-54,TP.HCM,southern,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực TP.HCM, sở thích: southern"
CUS00727,27.0,female,25-34,Huế,central,"Nhân khẩu học: 27.0 tuổi, female, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00728,67.0,male,65+,Buôn Ma Thuột,central,"Nhân khẩu học: 67.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: central"
CUS00729,51.0,female,45-54,Vũng Tàu,southern,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00730,52.0,female,45-54,Hạ Long,northern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Hạ Long, sở thích: northern"
CUS00731,18.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00732,70.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 70.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00733,18.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00734,25.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 25.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00735,29.0,female,25-34,Nha Trang,central,"Nhân khẩu học: 29.0 tuổi, female, nhóm 25-34, khu vực Nha Trang, sở thích: central"
CUS00736,31.0,male,25-34,Hải Phòng,northern,"Nhân khẩu học: 31.0 tuổi, male, nhóm 25-34, khu vực Hải Phòng, sở thích: northern"
CUS00737,76.0,male,65+,Huế,central,"Nhân khẩu học: 76.0 tuổi, male, nhóm 65+, khu vực Huế, sở thích: central"
CUS00738,45.0,female,45-54,Buôn Ma Thuột,central,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: central"
CUS00739,64.0,female,55-64,Cần Thơ,southern,"Nhân khẩu học: 64.0 tuổi, female, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00740,54.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00741,40.0,female,35-44,Hà Nội,northern,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00742,61.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00743,51.0,female,45-54,Cần Thơ,southern,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Cần Thơ, sở thích: southern"
CUS00744,21.0,female,18-24,Nha Trang,all_regions,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Nha Trang, sở thích: all_regions"
CUS00745,78.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00746,67.0,female,65+,Vũng Tàu,southern,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Vũng Tàu, sở thích: southern"
CUS00747,57.0,male,55-64,Cần Thơ,southern,"Nhân khẩu học: 57.0 tuổi, male, nhóm 55-64, khu vực Cần Thơ, sở thích: southern"
CUS00748,36.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 36.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00749,37.0,male,35-44,Nha Trang,northern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Nha Trang, sở thích: northern"
CUS00750,20.0,male,18-24,TP.HCM,southern,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực TP.HCM, sở thích: southern"
CUS00751,50.0,female,45-54,Đà Lạt,southern,"Nhân khẩu học: 50.0 tuổi, female, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00752,73.0,male,65+,Đà Nẵng,central,"Nhân khẩu học: 73.0 tuổi, male, nhóm 65+, khu vực Đà Nẵng, sở thích: central"
CUS00753,48.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 48.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00754,49.0,female,45-54,Buôn Ma Thuột,northern,"Nhân khẩu học: 49.0 tuổi, female, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00755,57.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 57.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00756,51.0,female,45-54,Hải Phòng,northern,"Nhân khẩu học: 51.0 tuổi, female, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00757,41.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00758,37.0,male,35-44,Cần Thơ,southern,"Nhân khẩu học: 37.0 tuổi, male, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00759,67.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 67.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00760,45.0,female,45-54,Nha Trang,all_regions,"Nhân khẩu học: 45.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: all_regions"
CUS00761,42.0,female,35-44,Buôn Ma Thuột,central,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Buôn Ma Thuột, sở thích: central"
CUS00762,58.0,male,55-64,Đà Nẵng,central,"Nhân khẩu học: 58.0 tuổi, male, nhóm 55-64, khu vực Đà Nẵng, sở thích: central"
CUS00763,20.0,male,18-24,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 20.0 tuổi, male, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00764,22.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00765,30.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS00766,27.0,female,25-34,TP.HCM,southern,"Nhân khẩu học: 27.0 tuổi, female, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS00767,63.0,female,55-64,Vũng Tàu,southern,"Nhân khẩu học: 63.0 tuổi, female, nhóm 55-64, khu vực Vũng Tàu, sở thích: southern"
CUS00768,73.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 73.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00769,24.0,female,18-24,Nha Trang,northern,"Nhân khẩu học: 24.0 tuổi, female, nhóm 18-24, khu vực Nha Trang, sở thích: northern"
CUS00770,42.0,female,35-44,Hải Phòng,northern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00771,51.0,male,45-54,Đà Lạt,southern,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Đà Lạt, sở thích: southern"
CUS00772,60.0,male,55-64,Huế,central,"Nhân khẩu học: 60.0 tuổi, male, nhóm 55-64, khu vực Huế, sở thích: central"
CUS00773,61.0,female,55-64,Hà Nội,northern,"Nhân khẩu học: 61.0 tuổi, female, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00774,37.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00775,46.0,male,45-54,Buôn Ma Thuột,southern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00776,41.0,female,35-44,Vũng Tàu,southern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00777,46.0,male,45-54,Buôn Ma Thuột,northern,"Nhân khẩu học: 46.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: northern"
CUS00778,56.0,female,55-64,Nha Trang,northern,"Nhân khẩu học: 56.0 tuổi, female, nhóm 55-64, khu vực Nha Trang, sở thích: northern"
CUS00779,30.0,female,25-34,Hà Nội,northern,"Nhân khẩu học: 30.0 tuổi, female, nhóm 25-34, khu vực Hà Nội, sở thích: northern"
CUS00780,44.0,female,35-44,Huế,central,"Nhân khẩu học: 44.0 tuổi, female, nhóm 35-44, khu vực Huế, sở thích: central"
CUS00781,42.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 42.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00782,70.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 70.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00783,72.0,female,65+,Hà Nội,northern,"Nhân khẩu học: 72.0 tuổi, female, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00784,21.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 21.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00785,66.0,female,65+,Cần Thơ,southern,"Nhân khẩu học: 66.0 tuổi, female, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00786,22.0,male,18-24,Đà Nẵng,central,"Nhân khẩu học: 22.0 tuổi, male, nhóm 18-24, khu vực Đà Nẵng, sở thích: central"
CUS00787,61.0,male,55-64,Nha Trang,all_regions,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Nha Trang, sở thích: all_regions"
CUS00788,36.0,male,35-44,Vũng Tàu,southern,"Nhân khẩu học: 36.0 tuổi, male, nhóm 35-44, khu vực Vũng Tàu, sở thích: southern"
CUS00789,61.0,male,55-64,TP.HCM,southern,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00790,70.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 70.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00791,67.0,male,65+,Hạ Long,northern,"Nhân khẩu học: 67.0 tuổi, male, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00792,68.0,female,65+,Hải Phòng,northern,"Nhân khẩu học: 68.0 tuổi, female, nhóm 65+, khu vực Hải Phòng, sở thích: northern"
CUS00793,46.0,female,45-54,Hải Phòng,northern,"Nhân khẩu học: 46.0 tuổi, female, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00794,50.0,male,45-54,Buôn Ma Thuột,southern,"Nhân khẩu học: 50.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00795,61.0,male,55-64,Buôn Ma Thuột,southern,"Nhân khẩu học: 61.0 tuổi, male, nhóm 55-64, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00796,62.0,male,55-64,Hà Nội,northern,"Nhân khẩu học: 62.0 tuổi, male, nhóm 55-64, khu vực Hà Nội, sở thích: northern"
CUS00797,25.0,male,25-34,TP.HCM,southern,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS00798,18.0,female,18-24,Hạ Long,northern,"Nhân khẩu học: 18.0 tuổi, female, nhóm 18-24, khu vực Hạ Long, sở thích: northern"
CUS00799,38.0,male,35-44,Hải Phòng,northern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00800,25.0,male,25-34,Vũng Tàu,southern,"Nhân khẩu học: 25.0 tuổi, male, nhóm 25-34, khu vực Vũng Tàu, sở thích: southern"
CUS00801,79.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 79.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00802,72.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 72.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00803,24.0,male,18-24,Hải Phòng,northern,"Nhân khẩu học: 24.0 tuổi, male, nhóm 18-24, khu vực Hải Phòng, sở thích: northern"
CUS00804,63.0,male,55-64,TP.HCM,southern,"Nhân khẩu học: 63.0 tuổi, male, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00805,69.0,male,65+,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 69.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00806,34.0,male,25-34,Đà Nẵng,central,"Nhân khẩu học: 34.0 tuổi, male, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00807,51.0,male,45-54,Vũng Tàu,southern,"Nhân khẩu học: 51.0 tuổi, male, nhóm 45-54, khu vực Vũng Tàu, sở thích: southern"
CUS00808,35.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 35.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00809,43.0,female,35-44,Đà Lạt,southern,"Nhân khẩu học: 43.0 tuổi, female, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00810,28.0,female,25-34,TP.HCM,southern,"Nhân khẩu học: 28.0 tuổi, female, nhóm 25-34, khu vực TP.HCM, sở thích: southern"
CUS00811,38.0,male,35-44,Hạ Long,northern,"Nhân khẩu học: 38.0 tuổi, male, nhóm 35-44, khu vực Hạ Long, sở thích: northern"
CUS00812,40.0,male,35-44,Đà Nẵng,central,"Nhân khẩu học: 40.0 tuổi, male, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00813,50.0,female,45-54,Nha Trang,northern,"Nhân khẩu học: 50.0 tuổi, female, nhóm 45-54, khu vực Nha Trang, sở thích: northern"
CUS00814,35.0,male,35-44,Đà Nẵng,central,"Nhân khẩu học: 35.0 tuổi, male, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00815,37.0,female,35-44,Hải Phòng,northern,"Nhân khẩu học: 37.0 tuổi, female, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00816,23.0,female,18-24,Buôn Ma Thuột,central,"Nhân khẩu học: 23.0 tuổi, female, nhóm 18-24, khu vực Buôn Ma Thuột, sở thích: central"
CUS00817,41.0,male,35-44,Hà Nội,northern,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Hà Nội, sở thích: northern"
CUS00818,52.0,female,45-54,Hà Nội,northern,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Hà Nội, sở thích: northern"
CUS00819,40.0,female,35-44,Đà Nẵng,central,"Nhân khẩu học: 40.0 tuổi, female, nhóm 35-44, khu vực Đà Nẵng, sở thích: central"
CUS00820,70.0,male,65+,Buôn Ma Thuột,southern,"Nhân khẩu học: 70.0 tuổi, male, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00821,41.0,male,35-44,Đà Lạt,southern,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Đà Lạt, sở thích: southern"
CUS00822,44.0,male,35-44,Cần Thơ,southern,"Nhân khẩu học: 44.0 tuổi, male, nhóm 35-44, khu vực Cần Thơ, sở thích: southern"
CUS00823,32.0,female,25-34,Đà Nẵng,central,"Nhân khẩu học: 32.0 tuổi, female, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00824,18.0,male,18-24,Cần Thơ,southern,"Nhân khẩu học: 18.0 tuổi, male, nhóm 18-24, khu vực Cần Thơ, sở thích: southern"
CUS00825,75.0,female,65+,Buôn Ma Thuột,southern,"Nhân khẩu học: 75.0 tuổi, female, nhóm 65+, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00826,54.0,male,45-54,Hải Phòng,northern,"Nhân khẩu học: 54.0 tuổi, male, nhóm 45-54, khu vực Hải Phòng, sở thích: northern"
CUS00827,68.0,male,65+,Đà Lạt,southern,"Nhân khẩu học: 68.0 tuổi, male, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00828,41.0,female,35-44,Hải Phòng,northern,"Nhân khẩu học: 41.0 tuổi, female, nhóm 35-44, khu vực Hải Phòng, sở thích: northern"
CUS00829,65.0,female,65+,Đà Lạt,southern,"Nhân khẩu học: 65.0 tuổi, female, nhóm 65+, khu vực Đà Lạt, sở thích: southern"
CUS00830,79.0,female,65+,Hà Nội,northern,"Nhân khẩu học: 79.0 tuổi, female, nhóm 65+, khu vực Hà Nội, sở thích: northern"
CUS00831,73.0,female,65+,Hạ Long,northern,"Nhân khẩu học: 73.0 tuổi, female, nhóm 65+, khu vực Hạ Long, sở thích: northern"
CUS00832,63.0,male,55-64,TP.HCM,southern,"Nhân khẩu học: 63.0 tuổi, male, nhóm 55-64, khu vực TP.HCM, sở thích: southern"
CUS00833,29.0,male,25-34,Buôn Ma Thuột,southern,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Buôn Ma Thuột, sở thích: southern"
CUS00834,27.0,male,25-34,Đà Lạt,southern,"Nhân khẩu học: 27.0 tuổi, male, nhóm 25-34, khu vực Đà Lạt, sở thích: southern"
CUS00835,33.0,male,25-34,Đà Nẵng,central,"Nhân khẩu học: 33.0 tuổi, male, nhóm 25-34, khu vực Đà Nẵng, sở thích: central"
CUS00836,47.0,male,45-54,Buôn Ma Thuột,all_regions,"Nhân khẩu học: 47.0 tuổi, male, nhóm 45-54, khu vực Buôn Ma Thuột, sở thích: all_regions"
CUS00837,58.0,female,55-64,Đà Lạt,southern,"Nhân khẩu học: 58.0 tuổi, female, nhóm 55-64, khu vực Đà Lạt, sở thích: southern"
CUS00838,52.0,female,45-54,Đà Nẵng,central,"Nhân khẩu học: 52.0 tuổi, female, nhóm 45-54, khu vực Đà Nẵng, sở thích: central"
CUS00839,78.0,male,65+,Cần Thơ,southern,"Nhân khẩu học: 78.0 tuổi, male, nhóm 65+, khu vực Cần Thơ, sở thích: southern"
CUS00840,22.0,female,18-24,Đà Lạt,southern,"Nhân khẩu học: 22.0 tuổi, female, nhóm 18-24, khu vực Đà Lạt, sở thích: southern"
CUS00841,29.0,male,25-34,Huế,central,"Nhân khẩu học: 29.0 tuổi, male, nhóm 25-34, khu vực Huế, sở thích: central"
CUS00842,41.0,male,35-44,Huế,central,"Nhân khẩu học: 41.0 tuổi, male, nhóm 35-44, khu vực Huế, sở thích: central"
